Order ID,Customer_Name,Category,Sub_Category,Sales,Quantity,Profit,City,State,Total_Amount,Order_Category
CA-2016-131835,Matt Collister,Technology,Phones,597.0,3,280.59,Perth Amboy,New Jersey,1791.0,High Value
CA-2017-120376,Theone Pippenger,Furniture,Chairs,1586.69,7,412.5394,Detroit,Michigan,11106.83,High Value
CA-2015-133452,Zuschuss Carroll,Furniture,Tables,710.832,3,-97.7394,Pomona,California,2132.5,High Value
CA-2017-122504,Deborah Brumfield,Technology,Phones,761.544,7,66.6351,Brentwood,California,5330.81,High Value
US-2016-146570,Steve Nguyen,Office Supplies,Binders,511.84,8,240.5648,Jackson,Mississippi,4094.72,High Value
US-2014-140116,Kean Thornton,Office Supplies,Storage,636.408,3,-15.9102,Denver,Colorado,1909.22,High Value
CA-2015-164882,Sandra Glassco,Technology,Phones,1295.84,4,145.782,Redlands,California,5183.36,High Value
CA-2017-155460,Rob Williams,Office Supplies,Binders,895.92,5,302.373,Seattle,Washington,4479.6,High Value
CA-2014-159520,Grant Thornton,Furniture,Tables,991.764,3,-347.1174,Long Beach,New York,2975.29,High Value
CA-2014-124646,Dianna Vittorini,Office Supplies,Storage,501.81,3,0.0,Minneapolis,Minnesota,1505.43,High Value
CA-2016-128818,Caroline Jumper,Technology,Machines,3999.95,5,1159.9855,New York City,New York,19999.75,High Value
CA-2017-143063,Ivan Liston,Technology,Phones,1454.49,9,378.1674,Columbus,Indiana,13090.41,High Value
US-2014-165659,Liz Thompson,Technology,Phones,881.93,7,229.3018,Little Rock,Arkansas,6173.51,High Value
CA-2014-125556,Maris LaWare,Technology,Phones,832.93,7,233.2204,Fairfield,Connecticut,5830.51,High Value
CA-2017-130841,Matt Hagelstein,Technology,Phones,1145.6,4,100.24,San Francisco,California,4582.4,High Value
CA-2014-128055,Alex Avila,Office Supplies,Binders,673.568,2,252.588,San Francisco,California,1347.14,High Value
CA-2017-157091,Denny Blanton,Furniture,Furnishings,526.45,5,31.587,La Porte,Indiana,2632.25,High Value
CA-2016-146633,Toby Gnade,Office Supplies,Binders,1016.792,1,381.297,Los Angeles,California,1016.79,High Value
CA-2017-103380,Barry Franz,Technology,Phones,659.976,3,49.4982,Pasadena,California,1979.93,High Value
CA-2015-116092,Justin MacKendrick,Office Supplies,Appliances,541.44,6,157.0176,Los Angeles,California,3248.64,High Value
CA-2017-105214,Troy Staebel,Furniture,Chairs,1212.96,7,90.972,San Francisco,California,8490.72,High Value
CA-2015-142944,John Lucas,Technology,Copiers,1119.984,2,377.9946,San Francisco,California,2239.97,High Value
CA-2017-142622,Jim Karlsson,Furniture,Chairs,614.272,8,-23.0352,Seattle,Washington,4914.18,High Value
CA-2017-115154,Ricardo Sperren,Furniture,Tables,892.98,2,80.3682,Seattle,Washington,1785.96,High Value
CA-2015-113145,Valerie Dominguez,Technology,Accessories,1399.93,7,601.9699,New York City,New York,9799.51,High Value
CA-2015-113145,Valerie Dominguez,Technology,Phones,503.96,4,125.99,New York City,New York,2015.84,High Value
CA-2017-157931,Meg O'Connel,Furniture,Chairs,723.92,4,188.2192,Roswell,Georgia,2895.68,High Value
US-2015-147739,Justin Deggeller,Furniture,Furnishings,547.136,4,-68.392,Philadelphia,Pennsylvania,2188.54,High Value
CA-2016-159373,Liz Thompson,Furniture,Tables,557.585,5,0.0,San Antonio,Texas,2787.93,High Value
CA-2015-111514,Scott Cohen,Furniture,Bookcases,1552.831,7,200.9546,San Francisco,California,10869.82,High Value
US-2014-148838,Christine Phan,Furniture,Tables,1579.746,7,-447.5947,New York City,New York,11058.22,High Value
US-2014-148838,Christine Phan,Furniture,Tables,1071.576,4,-553.6476,New York City,New York,4286.3,High Value
US-2014-148838,Christine Phan,Furniture,Tables,613.908,3,-122.7816,New York City,New York,1841.72,High Value
US-2015-127040,Speros Goranitis,Technology,Accessories,1619.91,9,97.1946,New York City,New York,14579.19,High Value
CA-2017-147361,Sean Braxton,Office Supplies,Storage,628.81,7,12.5762,Florence,South Carolina,4401.67,High Value
US-2016-110170,Harry Marie,Furniture,Bookcases,956.6648,7,-225.0976,Huntsville,Texas,6696.65,High Value
CA-2017-108574,Mike Gockenbach,Technology,Accessories,1115.91,9,200.8638,Los Angeles,California,10043.19,High Value
CA-2014-151295,Joseph Airdo,Furniture,Tables,629.064,3,31.4532,Los Angeles,California,1887.19,High Value
CA-2016-156300,Troy Blackwell,Furniture,Chairs,754.45,5,60.356,Milwaukee,Wisconsin,3772.25,High Value
CA-2017-168655,Michelle Lonsdale,Technology,Accessories,595.0,5,95.2,Albuquerque,New Mexico,2975.0,High Value
CA-2016-107202,Linda Cazamias,Technology,Machines,2396.4,10,179.73,Sparks,Nevada,23964.0,High Value
CA-2015-154746,Patrick Jones,Office Supplies,Appliances,826.11,3,322.1829,Springfield,Virginia,2478.33,High Value
CA-2017-140053,Christina Anderson,Furniture,Furnishings,545.85,9,114.6285,Farmington,New Mexico,4912.65,High Value
CA-2016-146934,Art Ferguson,Office Supplies,Appliances,662.84,4,172.3384,Passaic,New Jersey,2651.36,High Value
CA-2017-128755,Mike Kennedy,Office Supplies,Storage,571.44,4,165.7176,Newport News,Virginia,2285.76,High Value
CA-2016-114972,Phillip Flathmann,Office Supplies,Appliances,1101.48,4,429.5772,Los Angeles,California,4405.92,High Value
CA-2017-102750,Greg Maxwell,Furniture,Tables,1322.352,3,-99.1764,Los Angeles,California,3967.06,High Value
CA-2017-147956,Alan Hwang,Office Supplies,Storage,1003.62,6,0.0,Seattle,Washington,6021.72,High Value
CA-2017-126067,Kristina Nunn,Furniture,Tables,1137.75,5,250.305,Seattle,Washington,5688.75,High Value
CA-2015-141040,Tim Brockman,Technology,Phones,631.96,4,303.3408,New York City,New York,2527.84,High Value
CA-2014-144624,John Murray,Technology,Phones,4548.81,7,1228.1787,Jamestown,New York,31841.67,High Value
CA-2016-146206,Kean Thornton,Technology,Phones,719.96,5,53.997,Houston,Texas,3599.8,High Value
CA-2014-136644,Sonia Cooley,Furniture,Chairs,647.84,8,32.392,Mishawaka,Indiana,5182.72,High Value
CA-2014-143917,Ken Lonsdale,Office Supplies,Supplies,8187.65,5,327.506,San Francisco,California,40938.25,High Value
CA-2016-136812,Arthur Wiediger,Office Supplies,Storage,1117.92,4,55.896,Oklahoma City,Oklahoma,4471.68,High Value
CA-2014-128888,Peter B�hler,Office Supplies,Envelopes,604.656,9,204.0714,Houston,Texas,5441.9,High Value
CA-2016-124352,Cynthia Delaney,Office Supplies,Appliances,868.59,3,251.8911,Oklahoma City,Oklahoma,2605.77,High Value
US-2017-117723,Dionis Lloyd,Office Supplies,Storage,1801.632,6,-337.806,Philadelphia,Pennsylvania,10809.79,High Value
CA-2015-113404,Eleni McCrary,Furniture,Chairs,1348.704,6,-219.1644,San Francisco,California,8092.22,High Value
CA-2015-113404,Eleni McCrary,Furniture,Chairs,700.152,3,78.7671,San Francisco,California,2100.46,High Value
US-2015-128090,John Murray,Technology,Phones,1879.96,5,211.4955,Phoenix,Arizona,9399.8,High Value
CA-2017-101042,Adrian Barton,Furniture,Furnishings,821.88,6,213.6888,Henderson,Kentucky,4931.28,High Value
CA-2016-118626,John Castell,Technology,Phones,705.544,7,70.5544,Tallahassee,Florida,4938.81,High Value
CA-2015-147788,Tamara Manning,Furniture,Bookcases,1406.86,7,140.686,Orem,Utah,9848.02,High Value
CA-2017-123967,Sarah Foster,Furniture,Tables,2665.62,9,239.9058,Bellingham,Washington,23990.58,High Value
CA-2016-155845,Chris McAfee,Technology,Accessories,1399.944,7,52.4979,Carrollton,Texas,9799.61,High Value
CA-2017-145128,Sean Miller,Furniture,Furnishings,526.45,5,31.587,Lafayette,Indiana,2632.25,High Value
CA-2014-129091,Ruben Ausman,Office Supplies,Appliances,675.12,3,290.3016,Columbus,Georgia,2025.36,High Value
US-2016-115455,Sanjit Engle,Furniture,Tables,601.47,3,-300.735,Wheeling,Illinois,1804.41,High Value
CA-2017-149048,Brian Moss,Office Supplies,Binders,914.97,3,411.7365,Columbus,Indiana,2744.91,High Value
CA-2017-149048,Brian Moss,Technology,Phones,587.97,3,158.7519,Columbus,Indiana,1763.91,High Value
CA-2017-149048,Brian Moss,Office Supplies,Storage,530.34,2,95.4612,Columbus,Indiana,1060.68,High Value
CA-2016-165848,Edward Nazzal,Technology,Machines,1349.85,3,364.4595,New York City,New York,4049.55,High Value
CA-2014-127446,Matt Collister,Furniture,Tables,1218.735,5,-121.8735,Arlington,Texas,6093.67,High Value
CA-2017-127180,Tom Ashbrook,Technology,Copiers,11199.968,4,3919.9888,New York City,New York,44799.87,High Value
CA-2017-127180,Tom Ashbrook,Technology,Phones,2399.6,8,647.892,New York City,New York,19196.8,High Value
US-2017-165344,Sean Braxton,Technology,Machines,652.995,7,-935.9595,Springfield,Ohio,4570.97,High Value
CA-2017-108441,Sarah Bern,Furniture,Chairs,858.24,4,143.04,New York City,New York,3432.96,High Value
CA-2014-131002,Tom Boeckenhauer,Furniture,Furnishings,821.88,6,213.6888,Tulsa,Oklahoma,4931.28,High Value
CA-2017-112515,Alan Schoenberger,Furniture,Bookcases,1292.94,3,77.5764,Provo,Utah,3878.82,High Value
CA-2015-135538,Harold Ryan,Furniture,Chairs,883.84,4,99.432,Gilbert,Arizona,3535.36,High Value
CA-2017-123372,Deirdre Greer,Technology,Phones,1979.89,11,494.9725,New York City,New York,21778.79,High Value
CA-2014-126403,Rick Reed,Furniture,Chairs,785.88,6,212.1876,Lowell,Massachusetts,4715.28,High Value
CA-2014-126403,Rick Reed,Office Supplies,Storage,1325.85,5,238.653,Lowell,Massachusetts,6629.25,High Value
CA-2017-127026,Mick Hernandez,Technology,Accessories,619.95,5,111.591,Jackson,Michigan,3099.75,High Value
CA-2014-145317,Sean Miller,Technology,Machines,821.3,4,-16.426,Jacksonville,Florida,3285.2,High Value
CA-2014-145317,Sean Miller,Technology,Machines,22638.48,6,-1811.0784,Jacksonville,Florida,135830.88,High Value
CA-2015-121797,Charles Crestani,Technology,Machines,1919.976,3,215.9973,Los Angeles,California,5759.93,High Value
CA-2017-119193,Sally Knutson,Technology,Phones,629.958,7,94.4937,Toledo,Ohio,4409.71,High Value
CA-2017-104801,Fred Harton,Technology,Accessories,799.96,4,343.9828,Seattle,Washington,3199.84,High Value
CA-2014-155887,Kean Thornton,Furniture,Tables,700.056,3,-130.0104,Franklin,Massachusetts,2100.17,High Value
US-2014-141257,Carlos Soltero,Furniture,Chairs,585.552,3,73.194,Seattle,Washington,1756.66,High Value
CA-2015-155306,George Ashbrook,Technology,Phones,783.96,5,68.5965,San Francisco,California,3919.8,High Value
CA-2015-155306,George Ashbrook,Office Supplies,Appliances,1447.65,5,419.8185,San Francisco,California,7238.25,High Value
CA-2017-167752,Robert Waldorf,Office Supplies,Appliances,1924.16,8,312.676,Philadelphia,Pennsylvania,15393.28,High Value
CA-2015-149972,Cynthia Delaney,Furniture,Chairs,601.536,4,0.0,Los Angeles,California,2406.14,High Value
CA-2014-154599,Kean Nguyen,Technology,Phones,1075.088,14,94.0702,Redondo Beach,California,15051.23,High Value
CA-2016-153318,Jill Stevenson,Technology,Phones,783.96,5,78.396,Miami,Florida,3919.8,High Value
CA-2015-148635,Michelle Huthwaite,Furniture,Bookcases,704.9,5,56.392,Seattle,Washington,3524.5,High Value
CA-2015-148635,Michelle Huthwaite,Furniture,Chairs,561.568,2,28.0784,Seattle,Washington,1123.14,High Value
CA-2015-135685,Mike Pelletier,Technology,Accessories,999.96,4,229.9908,Milwaukee,Wisconsin,3999.84,High Value
CA-2015-135685,Mike Pelletier,Furniture,Tables,653.55,3,111.1035,Milwaukee,Wisconsin,1960.65,High Value
CA-2015-104626,Daniel Raglin,Office Supplies,Storage,1088.76,6,315.7404,Franklin,Massachusetts,6532.56,High Value
CA-2016-147368,Toby Carlisle,Technology,Machines,695.7,2,-27.828,Tallahassee,Florida,1391.4,High Value
US-2014-125521,Christine Kargatis,Furniture,Chairs,1139.92,4,284.98,Chesapeake,Virginia,4559.68,High Value
US-2016-162852,Brooke Gillingham,Furniture,Chairs,845.488,8,-12.0784,Woodstock,Illinois,6763.9,High Value
CA-2017-152093,Skye Norling,Office Supplies,Binders,762.594,3,-1143.891,Chicago,Illinois,2287.78,High Value
CA-2017-157854,Denise Monton,Office Supplies,Binders,2690.97,3,1264.7559,Roswell,Georgia,8072.91,High Value
CA-2016-128594,Don Jones,Furniture,Chairs,1603.136,4,100.196,San Diego,California,6412.54,High Value
CA-2017-138975,Shahid Collister,Furniture,Bookcases,1628.82,9,374.6286,Atlanta,Georgia,14659.38,High Value
CA-2017-137022,Scott Williamson,Office Supplies,Storage,811.28,8,24.3384,San Diego,California,6490.24,High Value
US-2016-167339,Tamara Dahlen,Furniture,Chairs,1013.488,7,76.0116,San Diego,California,7094.42,High Value
US-2016-164630,Erica Bern,Technology,Copiers,959.968,4,119.996,Charlotte,North Carolina,3839.87,High Value
CA-2016-153577,Katharine Harms,Furniture,Chairs,539.658,3,-7.7094,Highland Park,Illinois,1618.97,High Value
US-2017-120390,Tracy Hopkins,Office Supplies,Binders,1633.188,4,-1306.5504,Burlington,North Carolina,6532.75,High Value
CA-2017-155880,Justin Deggeller,Furniture,Chairs,1526.56,7,427.4368,Milwaukee,Wisconsin,10685.92,High Value
CA-2017-134915,Eugene Moren,Technology,Phones,671.984,2,50.3988,Glendale,Arizona,1343.97,High Value
CA-2014-109232,Natalie DeCherney,Furniture,Chairs,545.94,6,87.3504,Mount Pleasant,South Carolina,3275.64,High Value
CA-2016-139269,Julia Barnett,Office Supplies,Storage,1267.65,9,152.118,Columbus,Georgia,11408.85,High Value
CA-2017-147291,Max Jones,Office Supplies,Binders,895.92,4,421.0824,Detroit,Michigan,3583.68,High Value
CA-2017-116519,Craig Reiter,Office Supplies,Appliances,904.9,5,253.372,New York City,New York,4524.5,High Value
CA-2017-134845,Sharelle Roach,Technology,Machines,2549.985,5,-3399.98,Louisville,Colorado,12749.93,High Value
US-2016-160528,Mick Hernandez,Office Supplies,Storage,727.296,8,-172.7328,Pharr,Texas,5818.37,High Value
US-2016-160528,Mick Hernandez,Technology,Accessories,666.4,7,-33.32,Pharr,Texas,4664.8,High Value
CA-2017-116855,Arianne Irving,Furniture,Chairs,504.9,5,80.784,Chesapeake,Virginia,2524.5,High Value
CA-2017-149559,Karen Ferguson,Furniture,Chairs,2054.272,8,256.784,Long Beach,California,16434.18,High Value
CA-2015-135174,Benjamin Patterson,Technology,Phones,1022.97,5,-255.7425,Troy,Ohio,5114.85,High Value
CA-2016-128517,Sean Wendt,Technology,Phones,517.9,2,134.654,Detroit,Michigan,1035.8,High Value
US-2015-100377,Todd Sumrall,Technology,Copiers,2799.96,5,874.9875,Chicago,Illinois,13999.8,High Value
US-2017-120089,Max Ludwig,Office Supplies,Appliances,663.936,4,82.992,Toledo,Ohio,2655.74,High Value
CA-2014-119375,Yoseph Carroll,Office Supplies,Storage,2934.33,7,792.2691,Newark,Delaware,20540.31,High Value
CA-2014-143903,Katherine Murray,Furniture,Chairs,981.372,2,-140.196,Dallas,Texas,1962.74,High Value
US-2017-132297,Dianna Wilson,Technology,Phones,539.97,3,134.9925,Louisville,Kentucky,1619.91,High Value
US-2017-159205,Daniel Byrd,Technology,Phones,671.93,7,188.1404,Henderson,Kentucky,4703.51,High Value
CA-2017-119578,Jason Gross,Office Supplies,Supplies,695.16,6,34.758,Providence,Rhode Island,4170.96,High Value
CA-2016-150350,Maxwell Schwartz,Technology,Machines,837.6,3,62.82,Seattle,Washington,2512.8,High Value
CA-2016-150350,Maxwell Schwartz,Furniture,Chairs,532.704,6,-39.9528,Seattle,Washington,3196.22,High Value
CA-2015-121720,Jim Epp,Furniture,Chairs,1123.92,5,-182.637,Lakeland,Florida,5619.6,High Value
CA-2015-121720,Jim Epp,Office Supplies,Storage,1036.624,2,51.8312,Lakeland,Florida,2073.25,High Value
CA-2015-121720,Jim Epp,Office Supplies,Storage,563.808,4,21.1428,Lakeland,Florida,2255.23,High Value
CA-2014-136399,Chad Cunningham,Technology,Phones,627.168,4,70.5564,Los Angeles,California,2508.67,High Value
CA-2017-131828,Cari Sayre,Furniture,Chairs,963.136,4,108.3528,Seattle,Washington,3852.54,High Value
CA-2015-147830,Natalie Fritzler,Technology,Accessories,2025.36,6,607.608,Newark,Ohio,12152.16,High Value
CA-2015-147830,Natalie Fritzler,Technology,Machines,1799.994,2,-2639.9912,Newark,Ohio,3599.99,High Value
CA-2017-150497,Suzanne McNair,Office Supplies,Binders,735.98,2,331.191,Maple Grove,Minnesota,1471.96,High Value
US-2016-133879,Kean Takahito,Furniture,Chairs,528.43,5,0.0,Chicago,Illinois,2642.15,High Value
CA-2017-152912,Brian Moss,Technology,Accessories,826.62,3,355.4466,Columbia,Maryland,2479.86,High Value
CA-2017-152912,Brian Moss,Office Supplies,Storage,1633.14,9,473.6106,Columbia,Maryland,14698.26,High Value
CA-2017-152912,Brian Moss,Office Supplies,Storage,544.38,3,157.8702,Columbia,Maryland,1633.14,High Value
CA-2014-158372,Ruben Dartt,Technology,Phones,601.536,8,60.1536,San Diego,California,4812.29,High Value
CA-2017-104640,Frank Hawley,Office Supplies,Binders,931.176,3,314.2719,New York City,New York,2793.53,High Value
CA-2014-140662,Thomas Seio,Office Supplies,Paper,733.95,7,352.296,San Francisco,California,5137.65,High Value
CA-2017-133865,Penelope Sewall,Technology,Copiers,3359.952,6,1049.985,Los Angeles,California,20159.71,High Value
CA-2014-102988,Greg Maxwell,Office Supplies,Supplies,4164.05,5,83.281,Alexandria,Virginia,20820.25,High Value
CA-2017-113418,Corinna Mitchell,Technology,Machines,1704.89,11,767.2005,New York City,New York,18753.79,High Value
CA-2017-136308,Mitch Willingham,Technology,Machines,1919.976,3,215.9973,San Francisco,California,5759.93,High Value
US-2014-159926,Carlos Soltero,Technology,Phones,539.964,6,-107.9928,Philadelphia,Pennsylvania,3239.78,High Value
US-2014-133130,Thea Hendricks,Furniture,Chairs,603.92,5,45.294,San Diego,California,3019.6,High Value
CA-2014-134551,Tony Sayre,Furniture,Chairs,662.88,3,74.574,Columbia,Tennessee,1988.64,High Value
CA-2014-165309,Karen Daniels,Office Supplies,Binders,896.99,5,-1480.0335,Houston,Texas,4484.95,High Value
US-2017-109253,Patrick Ryan,Furniture,Tables,568.728,3,28.4364,Oakland,California,1706.18,High Value
CA-2016-134887,Toby Braunhardt,Technology,Accessories,1287.45,5,244.6155,Norman,Oklahoma,6437.25,High Value
CA-2015-130659,Maribeth Schnelling,Technology,Phones,1799.75,5,539.925,New York City,New York,8998.75,High Value
CA-2017-148404,Dean percer,Office Supplies,Storage,580.672,4,65.3256,Charlotte,North Carolina,2322.69,High Value
CA-2014-166471,Matthew Grinstein,Technology,Phones,1091.168,4,68.198,Seattle,Washington,4364.67,High Value
CA-2014-102274,Dave Hallsten,Office Supplies,Paper,629.1,6,301.968,Richmond,Kentucky,3774.6,High Value
CA-2016-134803,Clay Ludtke,Technology,Machines,558.4,2,41.88,Los Angeles,California,1116.8,High Value
CA-2015-153381,Deanra Eno,Furniture,Chairs,1408.1,10,394.268,Dubuque,Iowa,14081.0,High Value
CA-2017-168858,Justin Deggeller,Office Supplies,Appliances,2504.74,7,626.185,New York City,New York,17533.18,High Value
CA-2017-136448,Adam Shillingsburg,Office Supplies,Binders,538.194,2,-412.6154,Philadelphia,Pennsylvania,1076.39,High Value
CA-2016-131289,Stefania Perrino,Furniture,Tables,1421.664,6,-195.4788,San Francisco,California,8529.98,High Value
CA-2014-124688,Corey Catlett,Technology,Phones,579.95,5,168.1855,Springfield,Virginia,2899.75,High Value
CA-2014-124688,Corey Catlett,Furniture,Tables,1202.94,3,300.735,Springfield,Virginia,3608.82,High Value
CA-2017-142034,Karen Bern,Technology,Accessories,655.9,5,275.478,Saint Cloud,Minnesota,3279.5,High Value
CA-2017-142034,Karen Bern,Furniture,Chairs,603.92,4,181.176,Saint Cloud,Minnesota,2415.68,High Value
CA-2016-107328,Cathy Armstrong,Furniture,Tables,513.024,2,12.8256,Los Angeles,California,1026.05,High Value
CA-2016-150945,Julie Kriz,Office Supplies,Storage,900.08,4,117.0104,New York City,New York,3600.32,High Value
CA-2014-166863,Sam Craven,Office Supplies,Storage,509.488,7,-127.372,Plano,Texas,3566.42,High Value
CA-2017-140326,Helen Wasserman,Furniture,Bookcases,825.174,9,-117.882,Chicago,Illinois,7426.57,High Value
US-2016-113649,Helen Andreada,Office Supplies,Appliances,569.536,4,64.0728,Fayetteville,North Carolina,2278.14,High Value
CA-2015-124975,Michael Grace,Furniture,Tables,796.425,7,-525.6405,Aurora,Illinois,5574.97,High Value
CA-2016-132731,George Ashbrook,Technology,Phones,657.552,6,49.3164,Dallas,Texas,3945.31,High Value
CA-2017-148922,Stephanie Ulpright,Technology,Accessories,599.97,3,257.9871,Jackson,Mississippi,1799.91,High Value
CA-2016-152555,Maria Etezadi,Furniture,Chairs,844.116,6,-36.1764,Chicago,Illinois,5064.7,High Value
CA-2016-152555,Maria Etezadi,Technology,Phones,812.736,8,60.9552,Chicago,Illinois,6501.89,High Value
CA-2014-120838,Patrick O'Donnell,Technology,Phones,604.752,6,37.797,Los Angeles,California,3628.51,High Value
CA-2017-103877,Robert Dilbeck,Office Supplies,Binders,1577.94,3,757.4112,Independence,Missouri,4733.82,High Value
CA-2017-168109,Jim Kriz,Technology,Machines,2395.2,6,209.58,Seattle,Washington,14371.2,High Value
CA-2017-168109,Jim Kriz,Technology,Accessories,1687.8,4,742.632,Seattle,Washington,6751.2,High Value
CA-2016-104157,Meg Tillman,Furniture,Tables,2430.08,8,388.8128,Jackson,Mississippi,19440.64,High Value
CA-2015-121650,Keith Dawkins,Furniture,Tables,801.96,2,200.49,Jackson,Michigan,1603.92,High Value
CA-2017-121839,Mick Hernandez,Technology,Phones,1169.694,3,-253.4337,Lancaster,Ohio,3509.08,High Value
CA-2017-158729,Amy Cox,Office Supplies,Supplies,1665.62,2,33.3124,Lafayette,Louisiana,3331.24,High Value
CA-2017-146535,Frank Merwin,Office Supplies,Storage,1443.96,12,375.4296,Richmond,Kentucky,17327.52,High Value
CA-2014-159835,Randy Bradley,Furniture,Chairs,657.93,5,-93.99,Philadelphia,Pennsylvania,3289.65,High Value
CA-2017-112529,Stewart Carmichael,Furniture,Tables,718.116,6,-71.8116,San Antonio,Texas,4308.7,High Value
CA-2017-113530,Becky Castell,Furniture,Chairs,681.408,12,42.588,San Francisco,California,8176.9,High Value
CA-2014-169726,Joseph Holt,Office Supplies,Binders,2060.744,7,643.9825,Seattle,Washington,14425.21,High Value
CA-2017-132178,Darren Budd,Office Supplies,Storage,763.44,8,45.8064,Los Angeles,California,6107.52,High Value
CA-2017-133004,Ashley Jarboe,Office Supplies,Appliances,638.73,9,166.0698,Lawrence,Indiana,5748.57,High Value
CA-2015-104941,Dave Hallsten,Technology,Copiers,899.97,3,314.9895,Decatur,Alabama,2699.91,High Value
CA-2017-113670,Roland Schwarz,Furniture,Tables,510.24,3,6.378,Los Angeles,California,1530.72,High Value
CA-2014-135608,Jim Karlsson,Furniture,Chairs,603.92,5,45.294,Olympia,Washington,3019.6,High Value
US-2014-169789,Maureen Fritzler,Office Supplies,Binders,551.985,5,-459.9875,Phoenix,Arizona,2759.93,High Value
CA-2015-109575,Ken Heidel,Office Supplies,Storage,636.86,7,0.0,Clinton,Maryland,4458.02,High Value
CA-2015-109575,Ken Heidel,Technology,Phones,1259.93,7,327.5818,Clinton,Maryland,8819.51,High Value
CA-2017-161956,Dan Reichenbach,Technology,Copiers,879.984,2,329.994,Inglewood,California,1759.97,High Value
CA-2017-161956,Dan Reichenbach,Office Supplies,Binders,841.568,2,294.5488,Inglewood,California,1683.14,High Value
CA-2016-116799,Jason Gross,Furniture,Chairs,563.43,5,-56.343,Odessa,Texas,2817.15,High Value
CA-2014-153913,Ken Black,Furniture,Chairs,1013.832,9,101.3832,Hialeah,Florida,9124.49,High Value
CA-2016-155530,Charles McCrossin,Furniture,Tables,2003.52,6,-325.572,San Francisco,California,12021.12,High Value
CA-2017-165204,Michael Nguyen,Office Supplies,Storage,720.064,4,-63.0056,Memphis,Tennessee,2880.26,High Value
CA-2016-144218,Jonathan Doherty,Office Supplies,Storage,1085.42,7,282.2092,Los Angeles,California,7597.94,High Value
CA-2017-147760,Kelly Lampkin,Furniture,Tables,523.764,3,-192.0468,Greensboro,North Carolina,1571.29,High Value
CA-2017-147760,Kelly Lampkin,Technology,Phones,1359.96,5,118.9965,Greensboro,North Carolina,6799.8,High Value
CA-2015-113628,Anna H�berlin,Furniture,Chairs,523.92,5,-72.039,Plantation,Florida,2619.6,High Value
CA-2016-152471,Zuschuss Donatelli,Technology,Phones,823.96,5,51.4975,Jacksonville,Florida,4119.8,High Value
CA-2015-102582,Natalie Webber,Furniture,Tables,801.96,2,200.49,Mobile,Alabama,1603.92,High Value
CA-2015-102582,Natalie Webber,Furniture,Chairs,1056.86,7,306.4894,Mobile,Alabama,7398.02,High Value
CA-2015-140984,Craig Carroll,Office Supplies,Storage,991.2,6,257.712,New York City,New York,5947.2,High Value
CA-2015-140984,Craig Carroll,Technology,Copiers,879.984,2,329.994,New York City,New York,1759.97,High Value
CA-2017-141733,Rick Wilson,Furniture,Chairs,1458.65,5,423.0085,Detroit,Michigan,7293.25,High Value
CA-2014-105984,Muhammed Yedwab,Technology,Phones,1049.97,5,-209.994,Columbus,Ohio,5249.85,High Value
CA-2014-105984,Muhammed Yedwab,Furniture,Chairs,611.058,3,-34.9176,Columbus,Ohio,1833.17,High Value
CA-2014-126760,Kunst Miller,Technology,Phones,911.984,2,113.998,North Las Vegas,Nevada,1823.97,High Value
CA-2014-126760,Kunst Miller,Furniture,Chairs,674.352,3,-109.5822,North Las Vegas,Nevada,2023.06,High Value
CA-2014-101931,Todd Sumrall,Furniture,Bookcases,616.998,6,-36.294,Los Angeles,California,3701.99,High Value
CA-2017-129000,Sam Zeldin,Office Supplies,Storage,501.81,3,0.0,Canton,Michigan,1505.43,High Value
CA-2017-161053,Joel Eaton,Office Supplies,Binders,691.96,4,318.3016,Fayetteville,Arkansas,2767.84,High Value
US-2017-105389,Darrin Martin,Technology,Phones,823.96,5,51.4975,San Antonio,Texas,4119.8,High Value
CA-2015-132486,Jay Fein,Furniture,Chairs,842.352,3,42.1176,San Diego,California,2527.06,High Value
US-2016-163881,Sung Pak,Technology,Accessories,659.9,2,217.767,Los Angeles,California,1319.8,High Value
US-2016-163881,Sung Pak,Furniture,Chairs,1684.752,6,210.594,Los Angeles,California,10108.51,High Value
US-2016-163881,Sung Pak,Technology,Accessories,559.92,8,190.3728,Los Angeles,California,4479.36,High Value
CA-2015-167010,Valerie Takahito,Office Supplies,Storage,563.808,4,21.1428,Philadelphia,Pennsylvania,2255.23,High Value
CA-2015-167010,Valerie Takahito,Furniture,Furnishings,547.136,4,-68.392,Philadelphia,Pennsylvania,2188.54,High Value
US-2017-142573,Maris LaWare,Furniture,Tables,801.6,5,-448.896,Phoenix,Arizona,4008.0,High Value
US-2016-143448,Mark Hamilton,Furniture,Chairs,1424.9,5,356.225,Greenwood,Indiana,7124.5,High Value
US-2016-142685,Maureen Gnade,Office Supplies,Supplies,835.17,7,16.7034,Buffalo,New York,5846.19,High Value
CA-2016-135265,Christopher Conant,Technology,Copiers,2799.96,5,944.9865,Los Angeles,California,13999.8,High Value
CA-2017-112333,Karen Ferguson,Office Supplies,Storage,2591.56,4,621.9744,Plainfield,New Jersey,10366.24,High Value
CA-2015-105627,Dana Kaydos,Furniture,Bookcases,512.94,3,97.4586,Kenosha,Wisconsin,1538.82,High Value
CA-2015-105627,Dana Kaydos,Furniture,Chairs,860.93,7,189.4046,Kenosha,Wisconsin,6026.51,High Value
